"","GeneSymbol","Initially.Assigned.Module.Color","KMEturquoise","KMEblack","KMEpink","KMEbrown","KMEblue","KMEgreen","KMEyellow","KMEmagenta","KMEred","KMEgrey"
"TYMP","TYMP","brown",-0.0374169928746304,0.037755125848781,0.0728219132606993,0.192222621546976,0.138184761258385,0.0614358379089123,0.0717320604727945,0.00562776750679649,0.0694303537716722,0.102579538130909
"AQP9","AQP9","grey",0.00324824953893372,0.00227127942851593,0.0167493188004391,0.0157252323609161,0.00724938162006623,0.00943088798938732,0.0103820367891515,0.0058169144487228,0.0112456957432688,0.0239438992726093
"HAND2","HAND2","black",0.0430439907687533,0.00297370076720965,0.0205010138092584,0.039964791848778,0.000674059101801782,-0.00283001601894939,0.0725031045674161,-0.00363520906513905,0.0375698338567884,0.058621296517196
"GPR183","GPR183","red",0.044184825638309,-0.00459155928124183,-0.0415542300775717,-0.0239552594375767,-0.0577668997383392,-0.0582789755988925,0.0114928980180926,0.272020098981913,0.061191696862001,-0.0262562014546005
"LPP","LPP","turquoise",0.588747437785307,-0.0341762942197125,-0.174171462493452,-0.298790273516011,-0.586290657316506,-0.467510047519329,-0.0415518315957056,-0.0141768546954813,-0.0573454670763504,-0.0858669135879876
"RERGL","RERGL","turquoise",0.188564949223854,-0.0759237070468493,-0.229330011108899,-0.260091797814249,-0.443731353501872,-0.415211789678806,-0.0389852784574904,-0.011857958101669,-0.0799858398266682,-0.174163375283448
"SCT","SCT","grey",-0.0276294480623874,0.0135989381782749,0.00276087337038873,0.0205352849979205,0.0396749921501137,0.0192600299820667,0.00941384920379043,0.00465159628160211,0.00629345875280093,0.0236779397014561
"GPC3","GPC3","blue",-0.286513663578837,0.0720829196307341,0.186209252024165,0.308174769472984,0.445427574672902,0.346705960911081,0.0825833182668962,-0.0299515182151386,0.0584659792148185,0.14289224389444
"SGK1","SGK1","turquoise",0.0180053959890016,0.0188213147429699,0.0573210374220786,0.0684850833029622,-0.0428911818278001,0.0354636972078616,0.0522857902846052,0.000792437121953793,0.0324871435425164,0.0550772534982274
"IGFBP4","IGFBP4","grey",0.120035368631156,-0.026426741571243,0.172482338659362,0.0424061558141622,-0.0461561397469725,0.156216555695966,-0.0630745025635936,-0.042541933970282,-0.00446135934219621,0.140003151728263
"TRIB1","TRIB1","blue",-0.225077038321585,0.00635283821647719,0.404220354567273,0.199136100328472,0.367222622066728,0.356885239409822,0.018423694942348,-0.0316037638821263,0.0538501414177951,0.0737150307120972
"FILIP1L","FILIP1L","turquoise",0.414118715644602,-0.00385101148352174,-0.0450646433682349,-0.124352044368246,-0.328762331782351,-0.300282770085434,0.0337106459687257,-0.0113593457892951,0.0155943564741178,-0.0277415194001669
"PLEK","PLEK","red",-0.00680532394410562,0.00464731811013568,-0.00983583166494261,0.0125727523278462,-0.010144740947362,-0.00302323810671324,0.0362387216664511,0.205369066606642,0.0720189700829218,0.00811362472010723
"S100A4","S100A4","grey",0.0272106591183697,0.0120319235416952,-0.166426464959961,0.000980450335491323,0.0163713477708288,-0.226273142267853,0.0587867028970866,0.115804174948947,-0.0172118995128935,-0.0656660666054093
"ESAM","ESAM","turquoise",0.264900689204089,-0.0607797536809366,-0.199817786381017,-0.239385282378024,-0.459144550038833,-0.405530914726992,-0.0399932571448318,-0.00603633959742781,-0.0815416923172057,-0.125253665535539
"HLA-DMA","HLA-DMA","grey",0.0250558940181241,0.0144388416910144,0.00196391450023291,0.00144856937381176,-0.00606827267939702,0.0247721220464686,-0.000808255245234139,0.0334686397347575,0.0332563905504319,-0.00480860997929258
"C3AR1","C3AR1","grey",0.00317453179269215,-0.00106171011239779,0.0111526171716408,0.0154640921444815,0.00616179099890082,-0.000140424652762004,0.00951348574349683,0.0316510588208846,-0.00150692505454633,0.0205891405878596
"PRELP","PRELP","blue",-0.21411789099768,0.115207229219025,0.235889898369931,0.453838310222743,0.496681530729073,0.413720092585339,0.149781212211652,-0.038355566756578,0.103716771285517,0.277387874410661
"COL1A2","COL1A2","blue",-0.206726055905082,0.12330221385621,0.0799087745189802,0.497459382121174,0.509047961095747,0.306861955231229,0.177407813598218,-0.0419501415913626,0.0979673944816288,0.225642860318467
"CYGB","CYGB","brown",-0.0939887105585644,0.109845059019948,-0.0425933476713425,0.26081912637955,0.140385823052848,0.0910531605227494,0.084931881952672,-0.00493552527583251,0.066575532714145,0.11761068241376
"GADD45G","GADD45G","grey",-0.00279398033076757,0.00454434685803095,0.127679172121132,0.0451872604845642,0.0407579131641171,0.116864040406446,0.0168124308252104,-0.0143036753864782,0.0339227364605368,0.0882839721948904
"RRM2","RRM2","grey",-0.00507207749153956,0.00646231001883309,-0.0155677157965708,-0.00132052942496026,0.00483319789391404,0.00173662081602094,0.0182972400410168,-0.00215752315159184,-0.00204361845978759,0.0363930096576216
"TRDN","TRDN","green",-0.0944237463170015,0.0306990242412269,-0.0712068474934916,0.0880035991725453,0.10018403496739,0.259206552624059,0.0421754832767381,-0.0029630847586095,0.0526022016566697,0.0874425068498404
"MYC","MYC","pink",0.0423692399642711,0.0354529641902961,0.312017259049358,0.126778382300225,0.0639425050461429,0.185306440935053,0.0181077915822273,-0.000572390496312472,0.058579076267737,0.118687350062436
"PLAC8","PLAC8","red",0.0115092453993495,0.0266561120871016,-0.016331064242955,0.0212102159773205,-0.026620949897772,-0.0138916662019773,0.0459358617974906,0.355854990520005,0.0462806499284258,0.00694056269501129
"CSF1R","CSF1R","grey",0.00275800257595683,-0.0050429337749818,0.0104723882420821,0.0156661162948711,0.0112453820543083,0.0142187686114785,0.00615198956982813,0.00799293974006074,0.0125720893098429,0.0315470750863752
"KCNJ13","KCNJ13","grey",0.00155217107240538,0.0183321132072329,0.00685875226406152,0.0207759229784865,0.00407084045984941,0.00329311867463432,0.0334167000209475,-0.00793798234793388,-0.000770552973417655,0.0212548173823282
"ITGB8","ITGB8","black",-0.0556367524214838,0.125240482543386,0.00593472804773252,0.0957642676999166,0.120680886364476,0.0491312559432906,0.0579636638881483,-0.00834721869295494,0.0320671631030862,0.0683990997150503
"CNGB1","CNGB1","yellow",-0.0900398119883995,0.0018380292349836,-0.0943243735863654,-0.0936626315596065,-0.087129694720925,-0.0849084226780476,-0.00322159574781005,-0.00309229652483944,-0.0212138957365274,-0.0768078341149384
"CTTNBP2","CTTNBP2","blue",-0.256444978165706,0.0163795033449944,0.239737736552668,0.095222945189901,0.272256449026983,0.252731826811519,0.00377924710943018,-0.0143898514102424,0.0252234978703946,0.0304647382320753
"TIMP4","TIMP4","turquoise",0.219141183446266,0.00517732543956361,-0.095162373280099,-0.060549013493885,-0.216691482857963,-0.127357093088611,-0.00126656921302242,-0.00221315137431623,0.00518823316314641,0.0238856691425709
"CCDC168","CCDC168","grey",0.00789005569432481,0.0116937214738544,0.00803351706803245,0.0045230277081354,-0.00550295534922586,-0.0122537042493453,-0.000538843361426795,0.0095619440599513,-0.00113648619963444,0.0349267951902098
"BAMBI","BAMBI","green",-0.0306818231603361,0.0510238456018159,0.156483696785212,0.181420722358231,0.196578095411732,0.246285086799792,0.0729162056251005,-0.0144445392215644,0.0590295715731164,0.134560093061675
"LTBP2","LTBP2","blue",-0.322110501874473,0.12221836312002,0.230285388898622,0.533560258608205,0.626953628230478,0.506350499389832,0.20227612679961,-0.0280458498827687,0.143860864761011,0.228949251524056
"SYNPR","SYNPR","grey",-0.00479199971413233,0.00901373577890669,-0.00408865340505923,0.0176879555554317,0.00318384908050705,0.0040596392147561,0.0440987449561073,-0.00646230074964824,0.00539683171746064,0.017846261353759
"FOXQ1","FOXQ1","pink",-0.137883036353573,-0.0074579918529609,0.325671337558808,0.115180577279137,0.220106401875785,0.286396468776999,0.0263172324054747,-0.0336406732587955,0.0310822953443509,0.0702670442783301
"BCL11A","BCL11A","grey",-0.00497506271728138,0.00570623681570032,-0.00632983314611271,0.0143288014125717,0.0105626138062255,-0.00321198349495362,0.0201180096406302,0.0207587283451625,0.0103300975991654,0.0369634185470152
"CSRP2","CSRP2","turquoise",0.468127375741384,-0.017986919382882,-0.078290686486286,-0.275955651787521,-0.484659619627547,-0.301245765524875,-0.0280168964629947,-0.0222293079540048,-0.023980724130994,-0.0572656995685824
"MYOT","MYOT","black",0.0501765281816563,0.030396092897245,0.00695798310716978,0.0313742840967878,-0.0209442458593782,-0.00442649294604727,0.0784473956324975,-0.00177577059362858,0.0200854940833414,0.0589915112934812
"JCHAIN","JCHAIN","grey",0.000377077448805551,-0.000925246050970108,-0.00947733248590053,-0.00372861327688961,-0.00891142055607858,-0.00589278943238764,0.019594077598983,-0.0109971118378979,-0.0135681370889971,0.0272607357786072
"S1PR3","S1PR3","turquoise",0.160554583416579,-0.0531783268007017,0.235914542022666,0.0420932290525225,-0.102376200611126,0.187695323963346,-0.0255486242710437,-0.037823265782698,0.038921375091108,0.0937158572913967
"TNC","TNC","turquoise",0.0838974124896989,0.0174502556139699,-0.0501399568512075,0.0113146784866277,-0.080240241047369,-0.083890149615387,0.0175679869451407,-0.00842100884368954,0.0148126163545127,0.0280463739579881
"TCHH","TCHH","grey",-0.00736266073564939,-0.0159243959285872,-0.0146442722449013,0.00254757040346706,-0.00218289881880143,-0.00697874549593367,-0.0104063908923098,-0.00395871137499103,-0.0219072762615316,0.0249895429332913
"CYP26A1","CYP26A1","grey",-0.0303271559220468,0.0232489716161432,-0.0113506570743222,0.0479521396057763,0.0648098023145726,0.0392990654176919,0.0382729098342331,0.00978132878723055,0.0305886586289633,0.05803135383247
"ELN","ELN","brown",0.0390435653572103,0.0494761174962858,-0.0243887660894481,0.206862471901517,0.128018630512401,0.0408850838717861,0.0994207865435596,0.0028882837706049,0.0367245065012219,0.118714622350541
"LINC00924","LINC00924","turquoise",0.382038466164255,-0.0236897310237409,-0.0199111784970752,-0.107597264659597,-0.269980718011259,-0.154796239160871,-0.0200892528110087,-0.0276315436656966,-0.0386963485095393,0.0454907692619119
"LAIR2","LAIR2","yellow",-0.000274656849098359,0.0245496953264648,-0.012866851870074,-0.00607447301417263,-0.00959938877854758,-0.00290289891810082,0.0106014964470389,0.0625674120558215,-0.00482274965740851,0.015343537806684
"CTLA4","CTLA4","red",-0.00134516057211809,0.0049247072782438,0.00289786847910707,0.0184569140070698,-0.00538447391851435,-0.0116199067154138,0.0262392210521002,0.244003350639784,0.0158531702417482,-0.00700802337728335
"CTHRC1","CTHRC1","brown",0.00140725151868759,0.0496849252240598,-0.123907335631671,0.237362663817302,0.0744449206905818,0.0374915768472464,0.108767664653122,-0.00642898644883627,0.0765632455521251,0.104948695087532
"ENPP1","ENPP1","blue",-0.233117457119008,0.0549038585903273,0.114747483813977,0.28528272899547,0.447500706346756,0.212207528084544,0.118943565313029,-0.0189805271394517,0.0510426152518466,0.112054206580297
"ARL4D","ARL4D","green",-0.158739692749852,0.0280852007168528,0.197038853598993,0.187416884392582,0.261737066943134,0.294329457880874,0.0556245791064379,-0.0202424392044387,0.0592514257962387,0.0895287782897476
"CA4","CA4","grey",0.0314504718431592,0.0182392884724702,-0.00701178175202151,0.0278455545531947,0.00834806490211406,0.00912830651553163,0.0262501177684883,0.00668935833236352,0.00651666400185883,0.0629510480925095
"INHBA","INHBA","brown",-0.0610866492217536,0.024017128415156,0.0258843550600064,0.123411830591066,0.0928499089935139,0.0130487244925601,0.0284054378586617,-0.0111224869169697,0.0291271076950439,0.0215918028033547
"KLRB1","KLRB1","red",-0.00038310443756098,0.0183003397547561,-0.0193410961192577,0.0325093659045737,-0.0215831610668183,-0.0156005032032289,0.0339468405195448,0.420789452827508,0.026992792662898,0.00695021211602673
"CD52","CD52","magenta",-0.00388529364675094,0.0351027164344708,-0.0342135078937378,0.0172659717894043,-0.0218024214352719,-0.0314227076485792,0.0507613205783146,0.596337202968278,-0.0083741892504964,-0.00940557818599127
"ENG","ENG","blue",-0.124397935125658,0.0610358669718182,0.156423155834806,0.333308797967031,0.336012692401129,0.411437957145475,0.127014408911649,-0.0225801213497382,0.101432946444739,0.213429855216918
"CAV1","CAV1","turquoise",0.382388927741289,-0.0584563758283211,-0.284449197139062,-0.283641337543257,-0.55368491763548,-0.520408968539864,-0.0194375315328415,-0.00953942561525676,-0.0571458296589611,-0.133207044199662
"HBEGF","HBEGF","turquoise",0.157541951785404,0.011647996683229,0.0537828373274156,-0.0589779994395429,-0.138251633627043,-0.0963209276300669,-0.000392355498789864,-0.00843410840613873,-0.00657819135657913,-0.00315629321328358
"KLRF1","KLRF1","red",-0.000491378459967936,0.0408672012634428,0.00417845656045832,0.0207484013086614,-0.00850259968933649,0.00113608931156667,0.023653034768122,0.237114713091173,0.0349827816762643,0.00813219840285919
"CA2","CA2","yellow",-0.026530215903224,0.00326006128104603,-0.00838056367295106,0.00187652102313095,0.00559835136155323,-0.0159209013573224,0.0683124979791185,0.00214199842842948,0.0108302200625789,-0.0125088632190967
"RND1","RND1","green",-0.169778095761752,0.0138552854237861,0.278179438939805,0.111371235510694,0.214180513047725,0.253729434542656,0.0283030647498826,-0.0139379729355597,0.048194711194865,0.0420692790122532
"GGT5","GGT5","green",-0.138004460656405,0.0588569027545365,0.14510271068603,0.38178363630798,0.346442913989379,0.497626791896365,0.0877078112668578,-0.035515855385081,0.104603920348192,0.238406940151761
"LRRC32","LRRC32","grey",0.0419771647340903,0.0152437059251749,0.0696305134976183,0.165903899368552,0.0981727792570552,0.089357587724144,0.0624137207499056,-0.0157202501134424,0.0366121466947185,0.116582356481935
"IL24","IL24","grey",0.00523215140542175,-0.003722802136693,0.0218878874131252,0.00102019631533166,0.000214755565474206,0.0172934596816747,-0.00701835929633356,0.00523167805330027,0.000556988699834748,0.0212113072858001
"SLC1A3","SLC1A3","grey",-0.0593449769353771,0.0162370965053749,0.0938262909936947,0.0584079600673289,0.0702021051756997,0.101815997106175,-0.0101006155075433,0.00445089567164644,0.00238441260926653,0.00305519230751405
"CALD1","CALD1","turquoise",0.560342078422556,-0.0506516154546817,-0.35154045686984,-0.371160276610476,-0.621030313183806,-0.558446754885411,-0.052246017972816,-0.0480123127543149,-0.0866712387744907,-0.139205293381233
"VEGFA","VEGFA","grey",-0.050857799606804,0.0427890981047962,0.0739733899035404,0.0585483752594443,0.0340641153937761,0.0711522100280872,0.0403500798426012,-0.00136577147225468,0.0517133388728843,0.0497194240260741
"CRIM1","CRIM1","turquoise",0.109287188661741,0.0197457064513728,0.0312421669599106,0.026342108646076,0.0423025503747928,0.00298010689082615,0.0877628271474748,-0.0187226023502836,0.00608402706124929,0.0564665961826858
"HPGDS","HPGDS","grey",-0.0097939264766949,0.00533038687586396,0.0265295195831014,0.0122508732862547,0.0195830690162254,0.0216848543451018,0.01163268762677,0.006137570271666,0.007300767161145,0.02237697719744
"MPZ","MPZ","black",0.0321035429248038,0.0948706992631741,0.0619201540854592,0.0204191862999493,0.0181281742343382,0.0438862567234068,0.0288334870158986,-0.00534928578954791,0.0142200606172505,0.0462370558142758
"COL18A1","COL18A1","turquoise",0.392593914358753,-0.0629371101716824,-0.201172165056925,-0.272594022820156,-0.521139741916526,-0.485153808086921,-0.0396311600934568,0.00130347161619433,-0.0615205379023109,-0.11849100508769
"NQO1","NQO1","green",-0.0847717998240208,0.00859441519062433,0.0745797566065346,0.0872723345078201,0.186398379775331,0.154930720536163,0.0333282749703078,-0.0257909550396035,0.0160576719058119,0.0430791414150442
"NEXN","NEXN","turquoise",0.314624495284906,-0.0639751631619219,-0.224374062601899,-0.261020018700793,-0.442482389939988,-0.386157860667864,-0.0560939594434193,-0.0139542899754677,-0.0885178355554374,-0.120115095875837
"SULF1","SULF1","blue",-0.315170117050536,0.0433761343779998,0.239286231632519,0.344964550640396,0.57232438504162,0.394659093321283,0.109121935368521,-0.0190375823599674,0.0689034264892216,0.139693320410607
"ISG15","ISG15","grey",-0.00374328334597068,0.0250856344611986,0.0107716579518476,0.0539133873187632,0.0539394835079684,-0.0317635051575006,0.0186731052419287,0.0364636619700661,0.0373369674265733,0.0251760952141227
"PDLIM1","PDLIM1","turquoise",0.217415935791945,-0.00790382367891078,-0.0396759811999928,0.00741622738219972,-0.192949577279236,0.0667601761134804,-0.0029705335403733,-0.0141574128427045,0.0204457359818926,0.129658704529824
"HSPB1","HSPB1","turquoise",0.434329399334017,-0.00731424771142081,-0.151647228437735,0.0593232634914489,-0.378524648488279,-0.321045983453228,0.0356982339959482,0.00359132060803727,-0.0253365059915653,0.0062405326267976
"SLC7A11","SLC7A11","brown",-0.105369567736933,0.000620416964816761,0.108583662885957,0.0213379488523536,0.121255675891504,0.110862840551922,0.00587604093766749,-0.00585312621276128,-0.0104353011922055,0.00377588534447201
"ADAMTS8","ADAMTS8","grey",0.0780313066514126,0.0150578119963053,0.0460704338856709,0.00180061107105696,-0.00588049603485248,-0.00542649237327456,0.0049478811892242,-0.0052389296623817,-0.00590462912972954,0.0549041847093495
"NUSAP1","NUSAP1","grey",0.0150087266910606,0.00612174344210568,0.00658136018420734,-0.00515996948959275,-0.0238002369968799,-0.0094339678909815,0.0111306552164419,0.0622502020870051,0.0173388445336516,-0.0191770270255622
"FHL1","FHL1","brown",-0.0103309267966056,-0.0552873259075274,0.166907132489772,0.185432566897628,0.210323537440039,0.253706064522743,0.0206972735052712,-0.0421934136208028,0.0165198941256045,0.120374465195805
"AKR1C2","AKR1C2","grey",-0.0267637550789151,0.0234157629058283,0.0360682098648687,0.0202364439367684,0.0512076023956246,0.0648800990747846,-0.0060765667556377,-0.00810298481580364,0.0367355050348641,0.0712196142367753
"IL1RN","IL1RN","grey",-0.00569592807051345,0.00322551594513027,0.00100505606711294,0.0102510215876178,0.00503563877858934,0.00279159551700591,-0.0112477215003612,-0.0013037746028113,-0.0205178551239509,0.0146293079001083
"CCDC80","CCDC80","blue",-0.099888750164705,0.0411221839065528,0.0710863095172209,0.243920695788725,0.287107098843038,0.170464278488565,0.102704077559541,-0.022070375889709,0.0545225792484505,0.132879918682036
"HSD11B1","HSD11B1","blue",-0.252409444939903,0.0683701602799438,0.220121347693461,0.324102284288531,0.398890435194973,0.37644233849294,0.0611095588991722,-0.029894215418955,0.094222913786608,0.172390433228659
"CCL14","CCL14","grey",0.0144992932420272,0.0148208697135904,-0.00942243463242363,-0.00249364624213512,-0.0149739347064634,-0.0146097390028343,0.00338657204857296,-0.00279821132585975,-0.01041116718417,0.0167021824417104
"KCTD12","KCTD12","blue",-0.262177545716154,0.0807520283610974,0.132515343055993,0.276999697896216,0.44921268370902,0.251261340202269,0.105726291025606,-0.0137811807702544,0.0518380772880017,0.0900765959221671
"HSPA1A","HSPA1A","brown",0.140921534275134,0.0254414915158446,0.116693627818631,0.503591820146537,-0.0351739410124247,0.103647942302143,0.0846375692016972,0.0554703148230504,0.067834368925059,0.156630480287965
"PTN","PTN","blue",-0.293507588932785,0.0869476475045265,0.129508469699014,0.382318560035835,0.49465506382278,0.40829745903898,0.135597377853234,-0.0213165094080834,0.0932127772151847,0.187711576511041
"COL4A1","COL4A1","turquoise",0.119438997034101,0.00997059846215157,0.0787304508935219,0.117019964557567,-0.0982532397998578,0.0682088861943568,0.0361646380532038,-0.0220825366202019,0.0394616016012039,0.125665789683329
"BANK1","BANK1","grey",0.00622531635009011,0.00490293558932186,-0.0143874769180554,-0.0119142286546982,-0.0141545437350009,-0.0238265128134663,0.010396834797691,0.0315508372550702,0.00836501413446149,0.0238349018164457
"LINC01781","LINC01781","grey",0.0138484273110833,0.000807189094360811,-0.00459745214890748,-0.0139391055547792,-0.00897213273607182,-0.0119616229918881,0.00723116402145204,0.0406957753769783,0.00458959642739218,0.0262812062703255
"C7","C7","green",-0.218403942033667,0.0980771928673244,0.192695053647747,0.0976014832348138,0.189171910861234,0.286495121682252,-0.0129762784144647,-0.015769578874941,0.0519483351733516,0.0930758385645503
"CXCL12","CXCL12","green",-0.166183007850781,0.034888170198515,0.187697611376737,0.224144510988324,0.251026601810676,0.520314049102887,0.0309620131610487,-0.026673257954088,0.0957397044806861,0.198420492820427
"SYP","SYP","yellow",0.077359434365709,0.00395846990995121,-0.0995153016878226,-0.0943039592742817,-0.164520547263102,-0.156717904142012,0.108658103269158,-0.00846207979935176,-0.0138850990430939,-0.0363504453247907
"SNAP25","SNAP25","yellow",-0.101253432929647,0.00349146114016066,-0.00600223526453313,-0.0639030627796963,0.00291367602549247,0.0079151137857954,0.114928746377841,0.00483253352094983,-0.00503124505443368,-0.0393353584869739
"NKG7","NKG7","red",0.0066050546228382,0.0335553556282953,-0.0400485796533306,0.0143187055220406,-0.0344216621159037,-0.0185446379262106,0.0484510331696325,0.569814825295972,0.0569561867671231,-0.00914527847361977
"AL590705.1","AL590705.1","grey",-0.00307904782625894,-0.00191588464302271,0.00313324389950995,0.0392344111952428,0.0233985107692633,0.0117271627831107,0.0116756853300445,-0.00214014876326986,0.0139095888636031,0.0487286417913508
"EGR2","EGR2","green",-0.136194143797565,0.0705263328633192,0.209054369911522,0.232942244289784,0.210440156264097,0.161644552813319,0.0688498591284556,-0.00217564622870364,0.0740319940446084,0.0938176039425185
"SERPINH1","SERPINH1","brown",-0.106679704257536,0.0218679616865265,0.312113218987085,0.532092785987361,0.283484066297678,0.273806968050372,0.0848137005228569,-0.0347883762628898,0.0863626040614396,0.137433386979214
"CSF3R","CSF3R","green",-0.125011740839461,0.010001769445337,0.164358680409113,0.0823700932912411,0.119858457628537,0.316371572015075,0.00337563779468068,-0.00421150971495302,0.0599085565687491,0.0882933295088923
"COL1A1","COL1A1","blue",-0.11930042741602,0.110153754899434,0.159280287921591,0.395660793903026,0.398742566321964,0.257779818044342,0.152397766395605,-0.025289724418007,0.103159395392449,0.180204558739136
"HSPB6","HSPB6","grey",0.0149154958922626,-0.0128311678438068,0.123677320705126,-0.112063286672067,-0.0105158337473735,0.077235948920535,-0.0460394256346969,-0.0256960544704014,-0.0417331429845745,0.0387378696851165
"MT3","MT3","yellow",-0.00820514822705322,0.000649807136405856,-0.00104649120285973,-0.00594437377376251,-0.00410722118312241,-0.00920454248765841,0.0377554877815794,-0.00123032739959618,0.0016853647075394,0.0189240509663065
"CLDN11","CLDN11","green",-0.1713580643345,0.0988455248613133,0.0195013868976571,0.200434465887349,0.258542609282122,0.238717262758003,0.0968820168452583,-0.00279212445621488,0.0893023543250902,0.132087015852489
"LTB","LTB","magenta",0.0105032229151952,0.0125345961660722,-0.0410341068597665,0.00412945523026069,-0.0327284206166276,-0.0344075842028755,0.0380023595702623,0.501428578229745,-0.00824289996512814,-0.00269820085452381
"ADAMTS9","ADAMTS9","turquoise",0.0327248014687813,-0.0391334660645187,0.0840716488539274,-0.0300196337030198,-0.0612020701944373,-0.011660938199194,-0.0316704325177339,-0.00607365154741855,-0.0214411537480496,-0.00721046510431218
"SDC4","SDC4","grey",0.115580442742908,0.0321104720005437,0.149840144364162,0.145962412008386,-0.00198849366909596,0.226208844133535,0.0460544256336188,-0.0270449045801481,0.0808069733473089,0.179301850551906
"APOLD1","APOLD1","turquoise",0.245554644381059,-0.049703946895278,-0.0894558700904246,-0.22310318088891,-0.348903502286055,-0.316620129529392,-0.0558853576121426,0.00301497579679215,-0.0599678131635233,-0.111427546029174
"NCF2","NCF2","grey",0.0180496142500994,-0.00238506174444781,-0.0230861808603402,-0.0231269335606611,-0.0273614708490042,-0.0338263767391388,0.00481962500516462,0.017937226896411,0.00392855911877683,0.00726934720180462
"FLT1","FLT1","blue",-0.129159537880052,0.00867793443163486,0.0923259614523602,0.0586017691423142,0.22403956983395,0.0796617562738489,0.0336978542194163,0.00102266400142572,-0.0151959019190548,0.00375619758317596
"TDO2","TDO2","grey",-0.00159831983445359,-0.000572088214613515,-0.00775692504470454,0.0197267514383731,0.00702360161907346,0.0168353807472713,0.00612270006234369,-0.00557751678661673,0.00744370295928018,0.0458760323573661
"MYLK","MYLK","turquoise",0.469482613721614,-0.0765022794692368,-0.282029188946587,-0.364185959359905,-0.608686261262463,-0.538344348729763,-0.045160292204262,-0.0141562694670051,-0.0933946843203487,-0.153071110804133
"IGHG1","IGHG1","grey",0.00810666090110629,0.0070086742460607,-0.0146188648189033,0.00806251306329836,-0.00793148467935694,0.00958772390788485,0.00926099717940579,0.0191577208059913,-0.00576270492306805,0.0477673493880524
"LINC02397","LINC02397","brown",0.00518631243551543,0.011151500333863,0.169639034053508,0.0299901104287368,0.039739074799617,0.129143905874621,-0.00629179642452762,-0.0151181185447954,0.0226489756046572,0.0581597802838079
"CXorf21","CXorf21","grey",-0.00881170086191855,-0.00248922091160963,0.0212032580898251,0.0187871134099393,0.01082919491356,0.0187258087847545,0.00883078532217248,0.040488404575966,-0.00329331896610439,0.0528451943334548
"EMP1","EMP1","blue",-0.237134491046091,0.101393823465012,0.321002438385211,0.422608983033684,0.53298978184969,0.389996740060448,0.13547856642039,-0.0214144479583046,0.116179086854209,0.196574509177575
"IFI6","IFI6","grey",-0.0211999991384897,0.0660212021549741,-0.0445682917881636,0.132697481257521,0.112561416210056,0.044309831425109,0.0607980529391405,0.00611034552339315,0.0610194481877051,0.151325764209584
"TRBV14","TRBV14","grey",-0.00257367003748696,0.00623307755974964,-0.00241883796852559,0.0179726148347349,0.0039627246659567,0.00254413014294833,0.0189623937841222,0.0423742769785016,-0.00120926157356802,0.0240904709112851
"FGR","FGR","grey",-0.00460694764640077,0.0209439439157579,-0.0059382160766718,0.00572770119320195,0.00673799525405436,-0.000190247130684651,0.0133151211304186,0.0543630280737244,0.00256202591599308,0.0251067936354562
"FOLR3","FOLR3","grey",0.000905324379569658,0.00840502892027576,0.00431694818323949,0.013563391538986,0.00272761945259748,0.0255767437665121,0.0225496214564439,-0.00293236459348198,0.0109764182076973,0.0209016658308211
"SLC7A8","SLC7A8","green",-0.29121540517967,0.00405825499328732,0.368125630135925,0.174420345958258,0.311657602333562,0.554841706415559,0.0242570080569472,-0.0157376039914899,0.0816357082207764,0.110687330402716
"PI15","PI15","grey",0.0374963059452934,0.0242018703313529,-0.044267225888784,0.0366677420487012,-0.0181370690724834,-0.024953363699873,0.0106753455572134,0.00570415434105533,0.0205272942958018,0.0426172794860509
"VPREB3","VPREB3","grey",0.0116163913501376,0.00657314743761732,-0.0156532109722943,-0.015420627972931,-0.0184645660518559,-0.0156405158620179,0.0122838313105571,0.0195449270066542,0.00336939140533476,0.021109514443854
"SCARA5","SCARA5","blue",-0.308761434170993,0.150798281300183,0.293975811852565,0.389919899826784,0.578949009891177,0.463374992672183,0.139149776330833,-0.0173122115593202,0.11252402334134,0.206694389423934
"RAMP2","RAMP2","blue",-0.124279727158916,0.116366232758323,0.12922345524272,0.156711386490748,0.303991720250394,0.356789944452767,0.0612034324600183,-0.0270516214255071,0.0362902922268456,0.172420670580987
"IRF8","IRF8","brown",-0.0729325017663036,0.0168170363253347,0.109173588257992,0.10432960270211,0.102851706727859,0.149351270808258,0.0234979823101992,0.0379663664500696,0.0407626459485059,0.0607037727135455
"OLFML3","OLFML3","blue",-0.357170874080312,0.108273419286629,0.166429381918638,0.43838660833935,0.615848299489671,0.51769622314299,0.147085696806122,-0.0295070220562343,0.113144408080433,0.226602423610653
"HCK","HCK","grey",-0.0028528257880108,-0.0130750802926479,0.0027381318105713,0.00185259538318614,0.00205859846978752,-0.00249206812548813,0.0088812332731644,0.000261409305751126,0.00567240492591256,0.0251698493550231
"NOTCH3","NOTCH3","turquoise",0.373349013219288,-0.0229965586237319,-0.181890437819999,-0.177234730400866,-0.404331397255116,-0.414874797663977,0.00177639167999928,-0.0126538364411824,-0.0506521883166237,-0.068012652353625
"HP","HP","grey",-0.0412080244623203,-0.0139015031371703,0.0140362416352061,0.00332654664726211,0.0264453206551018,0.0259525317022725,-0.00826426579113318,-0.00583752230201224,-0.006783748606072,0.0186345877450883
